Job_title,Company,Location,Description
Technicien bureau d’études – Implantation cartes électroniques,Thales,"Élancourt, France","Au sein du Centre de Compétence Technique des activités Optronique et Electronique de Missile, vous intégrez l'équipe en charge de la réalisation du Placement et du routage des cartes électroniques et des flexs d'interconnexion. Vos missions principales seront d'assurer les études de pré-placement des cartes électroniques, de réaliser le placement et le routage des cartes électroniques de tous types, et de réaliser le dossier de définition à l'issue de la phase de Placement & Routage."
